#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: timeliner
# Plugin Description: Creates a timeline from various artifacts in memory
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" timeliner --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
2020-04-20 23:23:26 UTC+0000|[LIVE RESPONSE]| (System time)|
2020-04-20 23:16:53 UTC+0000|[PROCESS]| explorer.exe| PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-03-19 10:03:57 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-03-19 10:03:57 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:49:00 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\MSF\REGISTRATION\LISTEN| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-04-20 20:19:53 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-04-20 23:16:53 UTC+0000|[Handle (Key)]| USER\S-1-5-21-4288132831-552422005-3632184702-1000| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-04-20 23:23:26 UTC+0000|[Handle (Key)]| USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-04-20 23:17:16 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-04-20 23:23:26 UTC+0000|[Handle (Key)]| USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-03-20 00:09:10 UTC+0000|[Handle (Key)]| USER\S-1-5-21-4288132831-552422005-3632184702-1000_CLASSES| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-03-20 00:09:10 UTC+0000|[Handle (Key)]| USER\S-1-5-21-4288132831-552422005-3632184702-1000_CLASSES| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-02-14 02:10:24 UTC+0000|[Handle (Key)]| USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\POLICIES| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-04-20 23:16:48 UTC+0000|[Handle (Key)]| USER| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:49:01 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:49:01 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTERNATE SORTS| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:49:01 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LANGUAGE GROUPS| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:49:01 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\CUSTOMLOCALE| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:49:01 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\EXTENDEDLOCALE| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:53:25 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\PROPERTYBAG| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:53:25 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{2400183A-6185-49FB-A2D8-4A392A602BA3}\PROPERTYBAG| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:53:25 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{FDD39AD0-238F-46AF-ADB4-6C85480369C7}\PROPERTYBAG| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-04-20 01:03:47 UTC+0000|[Handle (Key)]| USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FILEEXTS| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:53:25 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{905E63B6-C1BF-494E-B29C-65B732D3D21A}\PROPERTYBAG| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:53:25 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\PROPERTYBAG| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:53:25 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\PROPERTYBAG| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:53:25 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{FD228CB7-AE11-4AE3-864C-16F3910AB8FE}\PROPERTYBAG| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:53:25 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{F38BF404-1D43-42F2-9305-67DE0B28FC23}\PROPERTYBAG| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2020-04-20 23:23:07 UTC+0000|[Handle (Key)]| USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\USERASSIST\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\COUNT| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
2009-07-14 04:53:25 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{33E28130-4E1E-4676-835A-98395C3BC3BB}\PROPERTYBAG| explorer.exe PID: 2672/PPID: 2148/POffset: 0x13f7ff060
