#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: MemLabs Lab 1
# Investigation Date: 2022-01-16-0854:41
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.111
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-08-0433:36	 Last Accessed: 2022-01-08-0433:36	 Last Modified: 2021-02-28-2153:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\MemoryDump_Lab1.raw
# File Name: MemoryDump_Lab1.raw	 File Size: 1.07 GBs	 Creation Date: 2022-01-16-0853:49	 Last Accessed: 2022-01-16-0853:50	 Last Modified: 2019-12-11-0838:17	 
# MD5: b9fec1a443907d870cb32b048bda9380	 SHA-256: 88e708413898c98351d1a5a221799fc34460dfecb20e482ca5247b0b113b8cf2	 
#
# Plugin Details
# ======================
# Plugin Name: vadwalk
# Plugin Description: Walk the VAD tree
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\MemoryDump_Lab1.raw" vadwalk --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
************************************************************************
Pid:      4
Address            Parent             Left               Right              Start              End                Tag 
0xfffffa8001330880 0xfffffa8001340a20 0x0000000000000000 0x0000000000000000 0x000007fffebd0000 0x000007fffebfffff Vad 
0xfffffa8001333d60 0xfffffa8001344c80 0x0000000000000000 0xfffffa8001344de0 0x000007ffff5d0000 0x000007ffff5fffff Vad 
0xfffffa8001344de0 0xfffffa8001333d60 0x0000000000000000 0x0000000000000000 0x000007ffffad0000 0x000007ffffafffff Vad 
************************************************************************
Pid:    248
Address            Parent             Left               Right              Start              End                Tag 
------------------ ------------------ ------------------ ------------------ ------------------ ------------------ ----
0xfffffa800147a1d0 0xfffffa800148f488 0xfffffa800148efc0 0xfffffa8001498980 0x000000007efe0000 0x000000007ffdffff VadS
0xfffffa800148efc0 0xfffffa800147a1d0 0xfffffa80014994d0 0xfffffa800148f8d0 0x00000000002c0000 0x000000000033ffff VadS
0xfffffa80014994d0 0xfffffa800148efc0 0xfffffa800148e880 0xfffffa80014d81d0 0x0000000000100000 0x000000000017ffff VadS
0xfffffa800148e880 0xfffffa80014994d0 0x0000000000000000 0x0000000000000000 0x0000000000000000 0x00000000000fffff VadS
0xfffffa80014d81d0 0xfffffa80014994d0 0x0000000000000000 0x0000000000000000 0x0000000000180000 0x0000000000180fff Vad 
0xfffffa800148f8d0 0xfffffa800148efc0 0xfffffa8001493a30 0xfffffa800148c160 0x0000000047ef0000 0x0000000047f0ffff Vad 
0xfffffa8001493a30 0xfffffa800148f8d0 0xfffffa80013c4c60 0x0000000000000000 0x00000000004a0000 0x000000000059ffff VadS
0xfffffa80013c4c60 0xfffffa8001493a30 0x0000000000000000 0x0000000000000000 0x00000000003d0000 0x000000000044ffff VadS
0xfffffa800148c160 0xfffffa800148f8d0 0x0000000000000000 0x0000000000000000 0x0000000077c90000 0x0000000077e38fff Vad 
0xfffffa8001498980 0xfffffa800147a1d0 0xfffffa800148f740 0xfffffa80013b7140 0x000007fffffb0000 0x000007fffffd2fff Vad 
0xfffffa800148f740 0xfffffa8001498980 0xfffffa800148c1f0 0x0000000000000000 0x000007fefffb0000 0x000007fefffb0fff Vad 
0xfffffa800148c1f0 0xfffffa800148f740 0x0000000000000000 0x0000000000000000 0x000000007ffe0000 0x000000007ffeffff Vadl
0xfffffa80013b7140 0xfffffa8001498980 0xfffffa800148f7d0 0xfffffa8001499430 0x000007fffffda000 0x000007fffffdbfff Vadl
0xfffffa800148f7d0 0xfffffa80013b7140 0x0000000000000000 0x0000000000000000 0x000007fffffd5000 0x000007fffffd5fff Vadl
0xfffffa8001499430 0xfffffa80013b7140 0x0000000000000000 0xfffffa800148f5a0 0x000007fffffdc000 0x000007fffffddfff Vadl
0xfffffa800148f5a0 0xfffffa8001499430 0x0000000000000000 0x0000000000000000 0x000007fffffde000 0x000007fffffdffff Vadl
************************************************************************
Pid:    320
Address            Parent             Left               Right              Start              End                Tag 
------------------ ------------------ ------------------ ------------------ ------------------ ------------------ ----
0xfffffa800154f600 0xfffffa800154fb88 0xfffffa8000ca2630 0xfffffa8001553920 0x000000007f0e0000 0x000000007ffdffff VadS
0xfffffa8000ca2630 0xfffffa800154f600 0xfffffa8001551470 0xfffffa8001c868c0 0x0000000000b50000 0x0000000000cd7fff Vad 
0xfffffa8001551470 0xfffffa8000ca2630 0xfffffa8000cb01e0 0xfffffa8000caa4d0 0x00000000002d0000 0x00000000003cffff VadS
0xfffffa8000cb01e0 0xfffffa8001551470 0xfffffa80015469a0 0xfffffa800154a490 0x0000000000130000 0x0000000000131fff Vad 
0xfffffa80015469a0 0xfffffa8000cb01e0 0xfffffa800154cb80 0xfffffa8000cb0270 0x0000000000110000 0x0000000000111fff Vad 
0xfffffa800154cb80 0xfffffa80015469a0 0xfffffa800154f360 0x0000000000000000 0x0000000000100000 0x0000000000106fff Vad 
0xfffffa800154f360 0xfffffa800154cb80 0x0000000000000000 0x0000000000000000 0x0000000000000000 0x00000000000fffff VadS
0xfffffa8000cb0270 0xfffffa80015469a0 0x0000000000000000 0x0000000000000000 0x0000000000120000 0x0000000000120fff Vadm
0xfffffa800154a490 0xfffffa8000cb01e0 0xfffffa8001c45560 0xfffffa8000cda0f0 0x0000000000190000 0x00000000001f6fff Vad 
0xfffffa8001c45560 0xfffffa800154a490 0xfffffa8000ce1cc0 0xfffffa8001c829f0 0x0000000000150000 0x000000000015ffff Vad 
0xfffffa8000ce1cc0 0xfffffa8001c45560 0x0000000000000000 0x0000000000000000 0x0000000000140000 0x0000000000140fff Vadm
0xfffffa8001c829f0 0xfffffa8001c45560 0xfffffa8001552180 0xfffffa8001c9f580 0x0000000000170000 0x0000000000176fff Vad 
0xfffffa8001552180 0xfffffa8001c829f0 0x0000000000000000 0x0000000000000000 0x0000000000160000 0x000000000016ffff Vad 
0xfffffa8001c9f580 0xfffffa8001c829f0 0x0000000000000000 0x0000000000000000 0x0000000000180000 0x000000000018ffff Vad 
0xfffffa8000cda0f0 0xfffffa800154a490 0xfffffa8000cbe400 0xfffffa8001c84420 0x0000000000240000 0x000000000027ffff VadS
0xfffffa8000cbe400 0xfffffa8000cda0f0 0x0000000000000000 0x0000000000000000 0x0000000000200000 0x000000000023ffff VadS
0xfffffa8001c84420 0xfffffa8000cda0f0 0x0000000000000000 0xfffffa8001c86f80 0x0000000000280000 0x00000000002affff Vad 
0xfffffa8001c86f80 0xfffffa8001c84420 0x0000000000000000 0x0000000000000000 0x00000000002b0000 0x00000000002c7fff Vad 
0xfffffa8000caa4d0 0xfffffa8001551470 0xfffffa8001cf7c10 0xfffffa800154a640 0x0000000000530000 0x000000000056ffff VadS
0xfffffa8001cf7c10 0xfffffa8000caa4d0 0xfffffa8001ca1ce0 0xfffffa8001d47810 0x00000000004f0000 0x00000000004fffff Vad 
0xfffffa8001ca1ce0 0xfffffa8001cf7c10 0xfffffa800154a3f0 0xfffffa8001ca35a0 0x00000000004d0000 0x00000000004dffff Vad 
0xfffffa800154a3f0 0xfffffa8001ca1ce0 0x0000000000000000 0x0000000000000000 0x00000000003d0000 0x00000000004cffff VadS
0xfffffa8001ca35a0 0xfffffa8001ca1ce0 0x0000000000000000 0x0000000000000000 0x00000000004e0000 0x00000000004effff Vad 
0xfffffa8001d47810 0xfffffa8001cf7c10 0xfffffa8001d34010 0xfffffa8001ca0b90 0x0000000000510000 0x000000000051ffff Vad 
0xfffffa8001d34010 0xfffffa8001d47810 0x0000000000000000 0x0000000000000000 0x0000000000500000 0x000000000050ffff Vad 
0xfffffa8001ca0b90 0xfffffa8001d47810 0x0000000000000000 0x0000000000000000 0x0000000000520000 0x0000000000521fff Vad 
0xfffffa800154a640 0xfffffa8000caa4d0 0xfffffa800154a440 0xfffffa8001da93d0 0x0000000000720000 0x0000000000a48fff Vad 
0xfffffa800154a440 0xfffffa800154a640 0xfffffa8001d82630 0xfffffa800154cf70 0x0000000000580000 0x000000000058ffff VadS
0xfffffa8001d82630 0xfffffa800154a440 0x0000000000000000 0x0000000000000000 0x0000000000570000 0x000000000057ffff Vad 
0xfffffa800154cf70 0xfffffa800154a440 0x0000000000000000 0x0000000000000000 0x0000000000590000 0x0000000000710fff Vadm
0xfffffa8001da93d0 0xfffffa800154a640 0xfffffa8001da3a80 0xfffffa8001e1b010 0x0000000000ae0000 0x0000000000aeffff Vad 
0xfffffa8001da3a80 0xfffffa8001da93d0 0xfffffa8001c82770 0x0000000000000000 0x0000000000ad0000 0x0000000000adffff Vad 
0xfffffa8001c82770 0xfffffa8001da3a80 0x0000000000000000 0x0000000000000000 0x0000000000a50000 0x0000000000acefff Vad 
0xfffffa8001e1b010 0xfffffa8001da93d0 0xfffffa8001e1eaa0 0xfffffa8000cdaf20 0x0000000000b00000 0x0000000000b0ffff Vad 
0xfffffa8001e1eaa0 0xfffffa8001e1b010 0x0000000000000000 0x0000000000000000 0x0000000000af0000 0x0000000000afffff Vad 
0xfffffa8000cdaf20 0xfffffa8001e1b010 0x0000000000000000 0x0000000000000000 0x0000000000b10000 0x0000000000b4ffff VadS
0xfffffa8001c868c0 0xfffffa8000ca2630 0xfffffa8001c46280 0xfffffa800154f570 0x0000000000ea0000 0x000000000229ffff Vad 
0xfffffa8001c46280 0xfffffa8001c868c0 0xfffffa8001ecbca0 0xfffffa80014445f0 0x0000000000d70000 0x0000000000daffff VadS
0xfffffa8001ecbca0 0xfffffa8001c46280 0xfffffa8001e4e7f0 0xfffffa8001f27cd0 0x0000000000d30000 0x0000000000d3ffff Vad 
0xfffffa8001e4e7f0 0xfffffa8001ecbca0 0xfffffa8001c815c0 0x0000000000000000 0x0000000000d20000 0x0000000000d2ffff Vad 
0xfffffa8001c815c0 0xfffffa8001e4e7f0 0x0000000000000000 0x0000000000000000 0x0000000000ce0000 0x0000000000d1ffff VadS
0xfffffa8001f27cd0 0xfffffa8001ecbca0 0xfffffa8001edc7a0 0xfffffa8001f905c0 0x0000000000d50000 0x0000000000d5ffff Vad 
0xfffffa8001edc7a0 0xfffffa8001f27cd0 0x0000000000000000 0x0000000000000000 0x0000000000d40000 0x0000000000d4ffff Vad 
0xfffffa8001f905c0 0xfffffa8001f27cd0 0x0000000000000000 0x0000000000000000 0x0000000000d60000 0x0000000000d6ffff Vad 
0xfffffa80014445f0 0xfffffa8001c46280 0xfffffa8002014810 0xfffffa8001e43b90 0x0000000000e20000 0x0000000000e21fff Vad 
0xfffffa8002014810 0xfffffa80014445f0 0xfffffa800154cd60 0xfffffa8001ed57d0 0x0000000000de0000 0x0000000000deffff Vad 
0xfffffa800154cd60 0xfffffa8002014810 0xfffffa8001e9e6e0 0xfffffa800143b7c0 0x0000000000dc0000 0x0000000000dcffff Vad 
0xfffffa8001e9e6e0 0xfffffa800154cd60 0x0000000000000000 0x0000000000000000 0x0000000000db0000 0x0000000000dbffff Vad 
0xfffffa800143b7c0 0xfffffa800154cd60 0x0000000000000000 0x0000000000000000 0x0000000000dd0000 0x0000000000ddffff Vad 
0xfffffa8001ed57d0 0xfffffa8002014810 0xfffffa8001d38af0 0xfffffa8001c78530 0x0000000000e00000 0x0000000000e01fff Vad 
0xfffffa8001d38af0 0xfffffa8001ed57d0 0x0000000000000000 0x0000000000000000 0x0000000000df0000 0x0000000000dfffff Vad 
0xfffffa8001c78530 0xfffffa8001ed57d0 0x0000000000000000 0x0000000000000000 0x0000000000e10000 0x0000000000e18fff Vad 
0xfffffa8001e43b90 0xfffffa80014445f0 0xfffffa8001e71f00 0xfffffa8001c73e30 0x0000000000e40000 0x0000000000e42fff Vad 
0xfffffa8001e71f00 0xfffffa8001e43b90 0x0000000000000000 0x0000000000000000 0x0000000000e30000 0x0000000000e31fff Vad 
0xfffffa8001c73e30 0xfffffa8001e43b90 0xfffffa8001fc20b0 0x0000000000000000 0x0000000000e60000 0x0000000000e9ffff VadS
0xfffffa8001fc20b0 0xfffffa8001c73e30 0x0000000000000000 0x0000000000000000 0x0000000000e50000 0x0000000000e5ffff Vad 
0xfffffa800154f570 0xfffffa8001c868c0 0xfffffa8001d56540 0xfffffa800154f4e0 0x000000004a620000 0x000000004a625fff Vad 
0xfffffa8001d56540 0xfffffa800154f570 0xfffffa8000eadf80 0xfffffa8001d89720 0x00000000023c0000 0x000000000247ffff Vad 
0xfffffa8000eadf80 0xfffffa8001d56540 0xfffffa8001cae9d0 0xfffffa8001cab190 0x0000000002360000 0x000000000236ffff Vad 
0xfffffa8001cae9d0 0xfffffa8000eadf80 0x0000000000000000 0x0000000000000000 0x00000000022a0000 0x000000000235ffff Vad 
0xfffffa8001cab190 0xfffffa8000eadf80 0xfffffa8001020220 0x0000000000000000 0x0000000002380000 0x00000000023bffff VadS
0xfffffa8001020220 0xfffffa8001cab190 0x0000000000000000 0x0000000000000000 0x0000000002370000 0x000000000237ffff Vad 
0xfffffa8001d89720 0xfffffa8001d56540 0xfffffa8001d4e800 0xfffffa8001fdcb90 0x0000000002540000 0x00000000025fffff Vad 
0xfffffa8001d4e800 0xfffffa8001d89720 0x0000000000000000 0x0000000000000000 0x0000000002500000 0x000000000253ffff VadS
0xfffffa8001fdcb90 0xfffffa8001d89720 0x0000000000000000 0x0000000000000000 0x0000000002600000 0x00000000026bffff Vad 
0xfffffa800154f4e0 0xfffffa800154f570 0xfffffa8000ce1d60 0xfffffa8001b61320 0x0000000077c90000 0x0000000077e38fff Vad 
0xfffffa8000ce1d60 0xfffffa800154f4e0 0xfffffa8001553890 0x0000000000000000 0x0000000077b90000 0x0000000077c89fff Vadm
0xfffffa8001553890 0xfffffa8000ce1d60 0x0000000000000000 0x0000000000000000 0x0000000077a70000 0x0000000077b8efff Vad 
0xfffffa8001b61320 0xfffffa800154f4e0 0x0000000000000000 0x0000000000000000 0x000000007efe0000 0x000000007f0dffff Vad 
0xfffffa8001553920 0xfffffa800154f600 0xfffffa8001553a40 0xfffffa800154f450 0x000007fefe740000 0x000007fefe7a6fff Vad 
0xfffffa8001553a40 0xfffffa8001553920 0xfffffa8001c76ba0 0xfffffa8001c61820 0x000007fefdc00000 0x000007fefdc37fff Vad 
0xfffffa8001c76ba0 0xfffffa8001553a40 0xfffffa800154f650 0xfffffa8001553cf0 0x000007fefd820000 0x000007fefd8b0fff Vad 
0xfffffa800154f650 0xfffffa8001c76ba0 0x0000000000000000 0xfffffa8001c93010 0x000000007ffe0000 0x000000007ffeffff Vadl
0xfffffa8001c93010 0xfffffa800154f650 0x0000000000000000 0x0000000000000000 0x000007fefd810000 0x000007fefd81efff Vad 
0xfffffa8001553cf0 0xfffffa8001c76ba0 0x0000000000000000 0x0000000000000000 0x000007fefdbf0000 0x000007fefdbfbfff Vad 
0xfffffa8001c61820 0xfffffa8001553a40 0xfffffa8001551870 0xfffffa800154ac60 0x000007fefdfb0000 0x000007fefe0dcfff Vad 
0xfffffa8001551870 0xfffffa8001c61820 0xfffffa80014c7170 0xfffffa8001553800 0x000007fefdc60000 0x000007fefdc72fff Vad 
0xfffffa80014c7170 0xfffffa8001551870 0x0000000000000000 0x0000000000000000 0x000007fefdc40000 0x000007fefdc50fff Vad 
0xfffffa8001553800 0xfffffa8001551870 0x0000000000000000 0x0000000000000000 0x000007fefdcb0000 0x000007fefdd1afff Vad 
0xfffffa800154ac60 0xfffffa8001c61820 0xfffffa8001d704f0 0xfffffa8001d6d710 0x000007fefe710000 0x000007fefe71dfff Vad 
0xfffffa8001d704f0 0xfffffa800154ac60 0x0000000000000000 0x0000000000000000 0x000007fefe390000 0x000007fefe46afff Vad 
0xfffffa8001d6d710 0xfffffa800154ac60 0x0000000000000000 0x0000000000000000 0x000007fefe720000 0x000007fefe73efff Vad 
0xfffffa800154f450 0xfffffa8001553920 0xfffffa8001551f80 0xfffffa8000caa520 0x000007fffffb0000 0x000007fffffd2fff Vad 
0xfffffa8001551f80 0xfffffa800154f450 0xfffffa800154abd0 0xfffffa8001cada70 0x000007fefffb0000 0x000007fefffb0fff Vad 
0xfffffa800154abd0 0xfffffa8001551f80 0xfffffa800154ab40 0x0000000000000000 0x000007fefe850000 0x000007fefe918fff Vad 
0xfffffa800154ab40 0xfffffa800154abd0 0x0000000000000000 0x0000000000000000 0x000007fefe7b0000 0x000007fefe84efff Vad 
0xfffffa8001cada70 0xfffffa8001551f80 0xfffffa8001d79530 0xfffffa8001c80480 0x000007fffffaa000 0x000007fffffabfff Vadl
0xfffffa8001d79530 0xfffffa8001cada70 0x0000000000000000 0x0000000000000000 0x000007fffffa6000 0x000007fffffa7fff Vadl
0xfffffa8001c80480 0xfffffa8001cada70 0x0000000000000000 0xfffffa8001c7bc40 0x000007fffffac000 0x000007fffffadfff Vadl
0xfffffa8001c7bc40 0xfffffa8001c80480 0x0000000000000000 0x0000000000000000 0x000007fffffae000 0x000007fffffaffff Vadl
0xfffffa8000caa520 0xfffffa800154f450 0xfffffa8000cc5b90 0xfffffa800154f3b0 0x000007fffffd8000 0x000007fffffd9fff Vadl
0xfffffa8000cc5b90 0xfffffa8000caa520 0xfffffa8000cbeee0 0x0000000000000000 0x000007fffffd6000 0x000007fffffd7fff Vadl
0xfffffa8000cbeee0 0xfffffa8000cc5b90 0x0000000000000000 0x0000000000000000 0x000007fffffd4000 0x000007fffffd5fff Vadl
0xfffffa800154f3b0 0xfffffa8000caa520 0xfffffa8000cda010 0xfffffa8000ca6390 0x000007fffffdc000 0x000007fffffdcfff Vadl
0xfffffa8000cda010 0xfffffa800154f3b0 0x0000000000000000 0x0000000000000000 0x000007fffffda000 0x000007fffffdbfff Vadl
0xfffffa8000ca6390 0xfffffa800154f3b0 0x0000000000000000 0x0000000000000000 0x000007fffffde000 0x000007fffffdffff Vadl
************************************************************************
Pid:    368
Address            Parent             Left               Right              Start              End                Tag 
------------------ ------------------ ------------------ ------------------ ------------------ ------------------ ----
0xfffffa800140d9d0 0xfffffa8000ca8628 0xfffffa8000ca9860 0xfffffa800140df20 0x0000000000ac0000 0x0000000000afffff VadS
0xfffffa8000ca9860 0xfffffa800140d9d0 0xfffffa800140d310 0xfffffa8001dfbf80 0x00000000003c0000 0x00000000004bffff VadS
0xfffffa800140d310 0xfffffa8000ca9860 0xfffffa8000cfda60 0xfffffa800140d010 0x00000000002b0000 0x00000000002effff VadS
0xfffffa8000cfda60 0xfffffa800140d310 0xfffffa8000ca4ad0 0xfffffa800140d520 0x0000000000190000 0x000000000028ffff VadS
0xfffffa8000ca4ad0 0xfffffa8000cfda60 0xfffffa8001c43e00 0xfffffa8000ca47f0 0x0000000000100000 0x0000000000166fff Vad 
0xfffffa8001c43e00 0xfffffa8000ca4ad0 0x0000000000000000 0x0000000000000000 0x0000000000000000 0x00000000000fffff VadS
0xfffffa8000ca47f0 0xfffffa8000ca4ad0 0x0000000000000000 0xfffffa8000ca4910 0x0000000000170000 0x0000000000176fff Vad 
0xfffffa8000ca4910 0xfffffa8000ca47f0 0x0000000000000000 0x0000000000000000 0x0000000000180000 0x0000000000181fff Vad 
0xfffffa800140d520 0xfffffa8000cfda60 0xfffffa800140d930 0x0000000000000000 0x00000000002a0000 0x00000000002a1fff Vad 
0xfffffa800140d930 0xfffffa800140d520 0x0000000000000000 0x0000000000000000 0x0000000000290000 0x0000000000290fff Vadm
0xfffffa800140d010 0xfffffa800140d310 0xfffffa8001c832b0 0xfffffa8001c55240 0x0000000000330000 0x0000000000330fff Vadm
0xfffffa8001c832b0 0xfffffa800140d010 0xfffffa8000ca5710 0xfffffa8001c85370 0x0000000000300000 0x0000000000306fff Vad 
0xfffffa8000ca5710 0xfffffa8001c832b0 0x0000000000000000 0x0000000000000000 0x00000000002f0000 0x00000000002fffff Vad 
0xfffffa8001c85370 0xfffffa8001c832b0 0x0000000000000000 0x0000000000000000 0x0000000000310000 0x0000000000327fff Vad 
0xfffffa8001c55240 0xfffffa800140d010 0xfffffa8001c85ef0 0xfffffa8000ca3520 0x0000000000370000 0x00000000003affff VadS
0xfffffa8001c85ef0 0xfffffa8001c55240 0x0000000000000000 0x0000000000000000 0x0000000000340000 0x000000000036ffff Vad 
0xfffffa8000ca3520 0xfffffa8001c55240 0x0000000000000000 0x0000000000000000 0x00000000003b0000 0x00000000003bffff VadS
0xfffffa8001dfbf80 0xfffffa8000ca9860 0xfffffa8000ca4880 0xfffffa8001c74590 0x00000000009a0000 0x00000000009affff Vad 
0xfffffa8000ca4880 0xfffffa8001dfbf80 0xfffffa8000ca49a0 0xfffffa8001d684f0 0x0000000000650000 0x0000000000978fff Vad 
0xfffffa8000ca49a0 0xfffffa8000ca4880 0x0000000000000000 0x0000000000000000 0x00000000004c0000 0x0000000000640fff Vadm
0xfffffa8001d684f0 0xfffffa8000ca4880 0x0000000000000000 0xfffffa80022291f0 0x0000000000980000 0x0000000000981fff Vad 
0xfffffa80022291f0 0xfffffa8001d684f0 0x0000000000000000 0x0000000000000000 0x0000000000990000 0x000000000099ffff Vad 
0xfffffa8001c74590 0xfffffa8001dfbf80 0xfffffa8001e49f80 0xfffffa8002271840 0x0000000000a40000 0x0000000000a7ffff VadS
0xfffffa8001e49f80 0xfffffa8001c74590 0xfffffa800140d220 0xfffffa8001e8a680 0x0000000000a00000 0x0000000000a0ffff Vad 
0xfffffa800140d220 0xfffffa8001e49f80 0x0000000000000000 0xfffffa800224aee0 0x00000000009b0000 0x00000000009effff VadS
0xfffffa800224aee0 0xfffffa800140d220 0x0000000000000000 0x0000000000000000 0x00000000009f0000 0x00000000009fffff Vad 
0xfffffa8001e8a680 0xfffffa8001e49f80 0xfffffa8001d3a440 0xfffffa8001f5f480 0x0000000000a20000 0x0000000000a2ffff Vad 
0xfffffa8001d3a440 0xfffffa8001e8a680 0x0000000000000000 0x0000000000000000 0x0000000000a10000 0x0000000000a1ffff Vad 
0xfffffa8001f5f480 0xfffffa8001e8a680 0x0000000000000000 0x0000000000000000 0x0000000000a30000 0x0000000000a31fff Vad 
0xfffffa8002271840 0xfffffa8001c74590 0xfffffa8002233930 0xfffffa800226cc50 0x0000000000a90000 0x0000000000a91fff Vad 
0xfffffa8002233930 0xfffffa8002271840 0x0000000000000000 0x0000000000000000 0x0000000000a80000 0x0000000000a88fff Vad 
0xfffffa800226cc50 0xfffffa8002271840 0x0000000000000000 0xfffffa8002272e60 0x0000000000aa0000 0x0000000000aa1fff Vad 
0xfffffa8002272e60 0xfffffa800226cc50 0x0000000000000000 0x0000000000000000 0x0000000000ab0000 0x0000000000ab2fff Vad 
0xfffffa800140df20 0xfffffa800140d9d0 0xfffffa8001c86c20 0xfffffa8000ca6300 0x000000007f0e0000 0x000000007ffdffff VadS
0xfffffa8001c86c20 0xfffffa800140df20 0xfffffa8001ba7350 0xfffffa8000ca6270 0x0000000000f00000 0x00000000022fffff Vad 
0xfffffa8001ba7350 0xfffffa8001c86c20 0xfffffa8001df1b00 0xfffffa800222bc20 0x0000000000c40000 0x0000000000dc7fff Vad 
0xfffffa8001df1b00 0xfffffa8001ba7350 0xfffffa8001c7ce80 0xfffffa800105ac20 0x0000000000b80000 0x0000000000bdefff Vad 
0xfffffa8001c7ce80 0xfffffa8001df1b00 0x0000000000000000 0x0000000000000000 0x0000000000b00000 0x0000000000b7efff Vad 
0xfffffa800105ac20 0xfffffa8001df1b00 0xfffffa8002236f80 0xfffffa8001c48580 0x0000000000bf0000 0x0000000000bfffff Vad 
0xfffffa8002236f80 0xfffffa800105ac20 0x0000000000000000 0x0000000000000000 0x0000000000be0000 0x0000000000beffff Vad 
0xfffffa8001c48580 0xfffffa800105ac20 0x0000000000000000 0x0000000000000000 0x0000000000c00000 0x0000000000c3ffff VadS
0xfffffa800222bc20 0xfffffa8001ba7350 0xfffffa8002086920 0xfffffa8001078580 0x0000000000e70000 0x0000000000e70fff Vad 
0xfffffa8002086920 0xfffffa800222bc20 0x0000000000000000 0x0000000000000000 0x0000000000dd0000 0x0000000000e6ffff Vad 
0xfffffa8001078580 0xfffffa800222bc20 0x0000000000000000 0xfffffa8001c80de0 0x0000000000e90000 0x0000000000e9ffff Vad 
0xfffffa8001c80de0 0xfffffa8001078580 0x0000000000000000 0x0000000000000000 0x0000000000ec0000 0x0000000000efffff VadS
0xfffffa8000ca6270 0xfffffa8001c86c20 0xfffffa8001c43010 0xfffffa8001c43f80 0x0000000077a70000 0x0000000077b8efff Vad 
